"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"VARELA ZMPSTE24 TARGETS DN",0.00343985431208249,0.00839159288321508,0.431707695803346,0.555039865049907,1.78797311029019,36,"VNN1,SULT1B1,LYZ,S100A10,ALDOB,FMO1,G0S2,TMEM176A,INMT,CAT,OTC,PHLDA1,CA3,ALDH3A2,CD1D,PDZK1,KLKB1"
"GUILLAUMOND KLF10 TARGETS UP",0.00179643316133699,0.0048282567774693,0.45505986738723,0.527466823901793,1.78813466499217,46,"SCARA5,MT1X,CCR2,TFF3,MT2A,LCN2,PCK1,TFAP2C,STOM,FGL1,LPL,SLC25A30"
"BAELDE DIABETIC NEPHROPATHY UP",0.000445331324389706,0.00148701300502075,0.49849310876659,0.477636760973358,1.78859664854975,78,"SLC22A6,MT1G,LYZ,MT2A,HLA-DRB1,FXYD2,DPEP1,IGFBP5,MYC,ICAM2,AQP1,ID1,STARD8,BBOX1,CD34,HYAL2,AKR1C3,ACVRL1,CLEC3B,CLU,CCDC69,C4A,IMPA2,HYAL1"
"BASSO CD40 SIGNALING DN",0.00125554897451354,0.00356300793841544,0.45505986738723,0.491650661961202,1.78912133155608,64,"VNN2,SYK,ID3,NCF4,SLC2A5,BCL6,KCNN3,CSF2RB,METTL7A,PTPN22,AIF1,ID1,NCF1,BLNK,BIK,AQP3,GRAP,TSPO,BTG2,BMP7,CTDSP2,TRAC,CRYZ,IRS1,NINJ1,ST6GAL1,RERE,TCF3,IGFBP6"
"VALK AML CLUSTER 11",0.00231202335770254,0.00596520088969738,0.431707695803346,0.552263315229667,1.79061040785752,37,"IFITM1,LHFPL2,KYNU,SPARC,DAB2,MDFIC,CIITA,CISH,CD34,GIMAP5,LPAR6,GIMAP6,SERPINB9,ITGA6,VEGFA"
"EPPERT CE HSC LSC",0.00337071209978305,0.00826105878258517,0.431707695803346,0.555869844785924,1.79064675869551,36,"HOXA5,HOXB2,HOXB3,PLSCR4,TFPI,YES1,DRAM1,MECOM,PRKCH,ABCB1,ERG,SMARCA1,SPINK2,INPP4B,RBPMS,KAT6A,ALCAM,TMEM38B,ELK3,DAPK1"
"KAPOSI LIVER CANCER MET UP",0.0043591499025705,0.0102281297003475,0.407017918923954,0.654153277379252,1.7907779136565,18,"HILPDA,TUBB6,ARPC1B,CKS2,MDFI,ANXA5,ITGAV,FGD6,ITGB1"
"CERVERA SDHB TARGETS 2",0.000169378694994194,0.000639283858626725,0.518848077743792,0.456933391342838,1.79149542130622,102,"AGTR1,SLC26A2,LEPR,GJA1,METTL7B,CXCL5,FXYD2,FMO1,GPC4,MICB,METTL7A,F5,TGFB2,SULT1C2,TTR,DUSP1,C2,PRSS23,ITPR2,WLS,PRRX1,LTBP2,PKHD1,CFB,NMI"
"HINATA NFKB TARGETS FIBROBLAST UP",0.000305199727667883,0.00106941336936147,0.49849310876659,0.476143876630446,1.79222514235681,79,"CXCL6,CXCL1,CCL20,TNFAIP8,CXCL5,TNFAIP3,NFKBIA,EDN1,VIM,FGF2,CXCL3,EGFR,IL6,MMP14,G0S2,NFKB2,ICAM1,RELA,IRF1,IL1B,SELE,VEGFA,SERPINE1,IER3,SEC24A,RND3,MYBL1,KDM6A,MT3,CDH2,NFKB1"
"ACEVEDO NORMAL TISSUE ADJACENT TO LIVER TUMOR UP",2.4873692085887e-05,0.000120580356864061,0.575610261071129,0.429918532575414,1.79225220284791,155,"SLPI,FKBP5,CYP3A5,PLA1A,YAP1,ZFP36L1,PIK3AP1,LY96,PERP,METTL7A,LIPG,COL3A1,GNA13,PON2,FGL1,GADD45G,IGSF6,HES1,GMFG,ITGAV,HHEX,SESN1,RGS2,ACSM5,PNISR,NADK2,AHCTF1,TDRD1,PCTP,CHD1,DNM1P46,RBM6,IFT74,RPS3A,HNRNPH3,F11R,CCAR1,RPN2,HLA-B,ELOVL5,RAB33B,IMPA1,HNRNPA2B1,ALCAM,MET,GTF3C6,RPL23,LAP3,ANGEL2,SUMO2,PCMTD1,NTAN1,SCYL2,PHF3,SLC25A51,PTMA,TBPL1,SESN2,FBXO2"
"WOO LIVER CANCER RECURRENCE DN",0.00112312778101179,0.00323235685994895,0.45505986738723,0.482873170726461,1.79321551164076,72,"SULT1B1,ADH1B,MAT1A,PLIN1,HPD,PPARA,NHEJ1,ACOX2,SERPING1,CA5A,ACSL5,ALDH1L1,GLUL,CYP4F12,CAT,TTPA,EPHX1,CYP2J2,AASS,FMO4,ALDH3A2,SLC2A9,PCTP"
"CHANG IMMORTALIZED BY HPV31 DN",0.00163159489613929,0.00447165323195021,0.45505986738723,0.512677816958331,1.79398367267108,54,"IL1R2,SLPI,DSP,IL1RN,LCN2,DSC2,IFITM1,TRIM22,CDKN1A,FOS,SAMD9"
"ONDER CDH1 TARGETS 1 DN",2.14057542044751e-05,0.000106296347220951,0.575610261071129,0.432071203361735,1.79452844708108,151,"IL1R2,S100A7,TP63,CXCL1,MFAP5,GPRC5A,LCN2,EDN1,IL7R,SCEL,DSC2,OSMR,CWH43,CXCL3,SLC16A1,SP100,KRT8,SLC43A3,CXCL2,TMX1,CSF3,IGFBP3,SOX9,CASP8,SERPINB1,CBFB,IL1B,PPP2R1B,FOSL1,KRT15,DKK1,G3BP1,MCM10,JAG1,SPAG1,CDC6,IL6ST,HSPH1,BRCA2,ZMPSTE24,LARP4,GLIPR1,DDX3X,KIF5B,POGLUT1,TMPO,TOR1AIP1,RNFT1,CHRNA5"
"GAVIN FOXP3 TARGETS CLUSTER P7",0.000378255528652073,0.00128948529896616,0.49849310876659,0.4703428892235,1.79454515877876,86,"C9orf152,GZMK,TLR7,EMP1,FASLG,IFITM3,PPIC,FAM89A,GALM,IL10,ANXA1,AHCYL2,MBNL3,KLRD1,WLS,FOS,ENPP1,XKRX,PDLIM4,GBP2,FGD6,RGCC,ABCB1,SHE,PARD6G,APPL2,APOBR,CYFIP1,HS3ST3B1,NT5E,IGF2R,QPCT,DNAH12,ITIH5,LYST"
"MOLENAAR TARGETS OF CCND1 AND CDK4 DN",0.0022118969543082,0.00574050270459948,0.431707695803346,0.517663547486537,1.79484612598102,52,"MELK,GPC6,MTFR2,CEP55,CDKN2C,CPED1,CDCA7,AQP3,CDCA2,DONSON,CDC6,CENPK,CDC45,GAS2L3,MYBL1,KIF20A,MORC4,DTL,ZNF367,PTBP3,HJURP,MED30,FAM83D,TMSB15A,MNS1,KIF20B,ERI1"
"YORDY RECIPROCAL REGULATION BY ETS1 AND SP100 DN",0.000715947434940545,0.00221750659216051,0.477270815362862,0.501368466798566,1.79668205489087,61,"SOCS3,BAG3,KLF4,RASSF8,CHORDC1,CFD,DNAJB1,IRF4,CLIC2,ANGPTL4,HSPB8,SAMD9L,ALDH1A2,LRIF1,VAV1,PAX2,HSPA1L,ZMYND8,SNAI1,HSPH1,BTG3,BMX,TYW3,AHSA1,MUC4,DNAJB6,IRF9,SSUH2,FKBP4,COL4A3,CACYBP,ZNF106,ESPL1,CA2,CPEB4,PRKCA,BRCA1,TICAM2,HADH,AGO2"
"PEDRIOLI MIR31 TARGETS DN",4.79487590615164e-08,4.49711583439093e-07,0.719512826338911,0.389226414214688,1.79727912461109,376,"HOXD10,DSG2,TLR2,MMRN1,PLAC8,LYVE1,FOXC2,NID1,FGL2,LRG1,KLF5,MAT1A,CCL20,VCAM1,ANGPT2,TSLP,PLA1A,PKHD1L1,ANXA3,NCF2,TNFAIP3,PDK4,PDGFD,AKR1C2,DOK2,EMP1,AKR1C1,CDC14A,DSC2,NOD2,ACKR3,TFPI2,LATS2,BIRC3,CD93,AFAP1L1,ADAMTS9,NFKBIZ,SLC7A11,ITGB4,CSF3R,TNFSF14,TIMP3,ANO6,EMILIN2,CXCL2,PPARA,TGFBR2,NFKB2,PTGDS,CMTM3,ICAM1,EDNRB,PRCP,FERMT3,LAMA2,GBP2,SAMD9,SPP1,KIAA0040,TMEM243,HLA-DOA,P2RX7,STC1,VWF,BHMT2,RAET1E,CLU,SOCS6,SLC6A4,MYD88,SLC16A3,HLX,SAMD9L,SELE,RASD1,ARHGAP29"
"TSENG IRS1 TARGETS DN",4.92914589431554e-05,0.000219845245486139,0.557332238758646,0.4427277893157,1.79767559732024,128,"SIX1,COL6A3,GJA1,ANG,SFRP2,TNNI1,HGF,CAPN6,IL1R1,FMO1,MMP14,ADM,SMAD6,COL3A1,LIFR,ITIH2,TMEM45A,TSPAN6,DAB2,TNNC1,ENPP1,CDKN2C,SNAI2,ART3,SESN1,CD40,TGFBI,RAB9A,EPHX1,TRAF3IP2,HLX,FABP4,GGT5,EFNB1,MAOA,CARHSP1,IL6ST,THBD,RAD52,FRMD6,CTDSP2,SNTB1,RASA4,TLE3,MYL4,PAX3,ZNF32,GAS2,PIP5K1B,ZFHX3,NRP1,TNXB,CD63,CMBL,IGFBP4,SH3BGR,TSC22D1,HSD17B11,PHKA2,SGCE,SPARCL1,C11orf54"
"FARMER BREAST CANCER APOCRINE VS LUMINAL",3.88361954342937e-07,3.02670290080838e-06,0.674962860011025,0.40086618259635,1.7981291735386,295,"SLPI,S100A9,S100A8,FKBP5,SERPINA5,PKP2,AZGP1,TFF3,LBP,GATA3,TFAP2B,SCGB1D2,CES1,YAP1,PDLIM1,NDNF,CLIC3,ST6GALNAC2,EGFR,TBX3,P4HA1,MICB,TRPS1,METTL7A,ADM,CRABP2,MSX2,APOD,PNP,KYNU,PON2,LAMB2,CPQ,BLNK,BCL2,PAPSS2,HEBP2,C3orf52,NAMPT,CLU,MKNK2,SERHL2,STEAP3,SMCO4,BMI1,CYP2J2,VEGFA,ABCC6,PNISR,DNALI1,RLN2,AK4,RAMP1,SWAP70,EIF4EBP1,SREK1,MAOA,DBI,MED13L,MED13,IL6ST,BTG2,SGMS1,FCHSD2,YBX1,MYO10,TPSAB1,ACAA2,IGF1R,MAP3K5,TLE1,CTBS,FAM106A,FABP7,TBL1X,IDH1,PDZD2,IKBKB,MORC4,DDAH2,RAB38,ANXA9,MTUS1,ATP7A,SMPDL3A,GHR,VEZF1,MAOB,HSD17B4,PMAIP1,GALNT3,UCHL3,THBS1,ALCAM,ELOVL2,BST2,MPHOSPH6,IGFBP4,GPRC5B,CSTB,CDKN1B,AR,PDZK1IP1,MPZL1,EFHD1,TK1,HGD,CSGALNACT1,TMSB15A,WDR19,S100A14,WWC3,ADAM9,NPY1R,ACADM,POLG2"
"KIM ALL DISORDERS CALB1 CORR DN",0.0042117284384686,0.00995293965512883,0.407017918923954,0.570580904169212,1.79892940691717,32,"S100A8,S100A4,ANPEP,ALX1,LHCGR,GADD45B,APOBEC3C,RREB1,INPP5D,CD40,PXN"
"GARGALOVIC RESPONSE TO OXIDIZED PHOSPHOLIPIDS RED UP",0.00506004910319791,0.0115846184840978,0.407017918923954,0.679191703240865,1.79904663805771,16,"DDIT4,STX11,MTHFD2,STC2,CEBPB,VEGFA,CEBPG"
"MAEKAWA ATF2 TARGETS",0.0040317949221053,0.00961372038285396,0.407017918923954,0.650166071249842,1.79906751042731,19,"KLK1,ZG16B,SLC1A5,ZIC2,IGLL1,SIX4,MSTN,DDX3Y,FMO5,LRRN1,VPS13C"
"FALVELLA SMOKERS WITH LUNG CANCER",0.000435418500412812,0.00145801733598308,0.49849310876659,0.485060644995392,1.79948216431717,71,"HOXC8,FKBP5,AZGP1,CCL20,AQP4,ZFP36L2,EZR,C1S,DUSP1,B3GNT5,RNF144B,STC1,IQGAP1,NAMPT,MCL1,OTUD4,PRKG1,MAPKAPK2,SERPINE1,IL6ST,BTG2,MAT2A,FER,NEAT1,RASEF,DDX3X"
"KERLEY RESPONSE TO CISPLATIN UP",0.00108221911621619,0.00313511283447717,0.45505986738723,0.54031182931863,1.79999258725439,43,"DDIT4,TNFRSF10C,GDF15,INPP5D,ISYNA1,ANXA1,TRIM22,CDKN1A,FAS,SESN1,FOSL1,DRAM1,CAV1,MS4A1,RPS27L,PPM1D,SERPINE1,BTG2,IER3"
"GENTILE RESPONSE CLUSTER D3",0.00210740009859689,0.00552356256001287,0.431707695803346,0.519148049826685,1.79999320131047,52,"TNFAIP8,ELF4,TM4SF1,UNG,CKS2,TIPARP,PPP2R1B,BNIP2,DKK1,BMI1,MCL1,HERPUD1,PODXL,C2CD2,CDC6"
"SPIELMAN LYMPHOBLAST EUROPEAN VS ASIAN 2FC DN",0.00632565763234156,0.0139658109687778,0.407017918923954,0.635803508807177,1.80030502417604,20,"CLEC2B,CTSS,SLC2A5,NFIL3,ADM,TMPRSS3,LPAR6,CLEC2D,LEF1"
"KINSEY TARGETS OF EWSR1 FLII FUSION DN",5.99489653944208e-07,4.4741572477983e-06,0.659444398037935,0.398279708922816,1.80068191464446,314,"SLC26A7,CRABP1,GEM,COL1A1,TGFBR3,CRYBG3,FOXC1,CLEC2B,OSR2,MGP,S100A10,ATOH8,ANGPT1,AKR1C1,VIM,AJUBA,TFPI,IGF2BP2,CARD6,EYA1,FOXO1,ADM,IGFBP5,NFKBIZ,SMAD6,TGFB2,IL13RA1,COL3A1,PCDH18,BTG1,METRNL,GJA3,PXDC1,LAMB2,SPARC,BOC,TP53INP1,TGFBR2,FSTL1,PRSS23,DAB2,PBXIP1,SRGAP1,HES1,SMOX,SELENBP1,LRP10,AKR1C3,PAPSS2,LPAR6,FNDC3B,RBMS3,AFF1,FZD1,IGDCC4,NPC2,TRIM38,DKK1,CDC42EP4,MKNK2,CSRNP1,HBP1,CCDC80,RIN2,ARHGAP29,DISP1,PIK3R2,HLA-E,CD59,COL5A1,PTH1R,EMCN,SAT1,KLF2,KLHL24,SPHK1,LAMC1,FRMD6,MAGED4B,IER3,LOX,NYNRIN,TMEM150A,MLLT3"
"SHIPP DLBCL VS FOLLICULAR LYMPHOMA DN",0.00210342387199576,0.00552356256001287,0.431707695803346,0.555377526264487,1.80070765411204,37,"DNASE1L3,CD180,TXNIP,RHOH,CD69,TSC22D3,HES1,CD3E,CLU,RAPSN,HSPA1L,GPR18,ZNF141,GLIPR1"
"ROSS ACUTE MYELOID LEUKEMIA CBF",0.000614522941391369,0.00195178135969454,0.477270815362862,0.480116009235939,1.80079664881452,77,"PTGER2,POU4F1,CLEC5A,HLA-DMB,HPGDS,LAT2,CD58,HLA-DPA1,ITGB4,VAMP5,SPARC,HLA-DPB1,CIITA,CD34,HYAL2,CBFB,CAV1,MKNK2,MAN1A1,JUNB,IL15RA,TRIM8,HIF1A,TPSAB1,EGLN1,RASA4,DISC1,PMAIP1,TMEM43,TRH,SLC25A1,HSD17B11,PGM1"
"ZHAN MULTIPLE MYELOMA MS UP",0.00161944618234309,0.00444296657710327,0.45505986738723,0.531210090289111,1.80082449510878,46,"CLIC6,DSG2,FZD2,TMEM176A,TMEM176B,TEAD1,PALLD,DTNA,BEND7,FZD8,BACE2,ZNF503,MYO10,WWC2,PCSK5"
"SEIDEN ONCOGENESIS BY MET",0.0004528287045291,0.00150298170523352,0.49849310876659,0.474561107226742,1.80182644828283,85,"SLC38A2,ANXA3,CXCL5,IFITM1,F2RL1,PLOD2,P4HA1,EPS8,TMX1,TRAM1,TMEM123,IFNGR1,ITGA6,GNAI3,PNRC2,PAPOLA,SLC25A24,AIDA,CLIC4,HAT1,MBIP,TCEA1,SERP1,MBNL1,CDK1,COMMD8,ARHGEF12,ANXA4,UGDH,LYPLA1,ADAM9,SH3BGRL,CD46,HSP90AA1,PPP1CB,SCP2,COMMD3,DPM1,ZBED5,IPO7,RIOK3,SMN1,SERBP1"
"SAFFORD T LYMPHOCYTE ANERGY",0.000226955257563625,0.000816915245889777,0.518848077743792,0.473629226665087,1.80270385138778,84,"MPZL2,CLEC4E,SRGN,ZFP36L1,CASP4,GADD45B,STX11,CDC14A,LRRC3,HSPA1A,F2R,CSF1,ISYNA1,ADORA2B,IRF4,HEBP2,SOCS4,RNF19A,NFATC1,DTNA,LILRB4,LPAR4,IER3,AGT,PLA2G10,MICA,ARFIP1,MYO1C,JUP,ADORA2A,KIF15,NOTCH1,GCH1,PFKP,LAG3,HSD17B6,FYN,DDR1"
"RUIZ TNC TARGETS DN",0.000102388776319739,0.000409865374298107,0.538434096309916,0.440568902621396,1.80324920469843,136,"MT1X,UBE2C,GPRC5A,IL7R,GMNN,MELK,EGFR,TUBB6,TNFRSF12A,PNP,OGFRL1,CCNA2,MYOF,STC2,ASF1B,EFEMP1,CKS2,CD44,ORC1,NXN,FOSL1,CAV1,ABHD5,DKK1,CAV2,AURKB,BARD1,FAM111A,MCM10,ATAD2,RRM2,TNPO1,RRAS2,CDC6,CDC45,MYBL1,PLAU,FANCI,TMPO,CDC25A,SH3BP4,ITGBL1,DTL,SERPINE2,RFC4,THBS1,EXO1,DMD,MET,MCM5,CDK1,HJURP,DHFR,BIRC5,CRIM1,PFKP"
"DAZARD RESPONSE TO UV SCC UP",0.000345363904283514,0.00119118986307708,0.49849310876659,0.460698676348614,1.80385684476001,98,"UPK1B,DSG2,ANXA2,CXCL1,SLC11A1,CCL20,ANXA3,CXCL3,IL6,IL13RA1,PLSCR1,KYNU,TOB1,CXCL2,TSC22D3,FOS,IL1B,ARHGDIB,PAPOLA,RRM2,B2M,NEK4,LAMP2,TWF1,SDHD,TMED7,SRSF10,MYCBP,ID2,ITM2B,PMAIP1,ALDH7A1,CDK1,COPB1,RECQL,TNF"
"HUMMERICH MALIGNANT SKIN TUMOR UP",0.00470118661860493,0.0108952061810125,0.407017918923954,0.681078983775007,1.8040456768914,16,"SLPI,S100A9,S100A8,COL1A2,FAM110D"
"BALDWIN PRKCI TARGETS UP",0.00407250097003736,0.00967585212485496,0.407017918923954,0.572726536628546,1.80569416420107,32,"GPRC5A,IFITM1,SDC2,OXTR,HFE,TSPAN6,FOSL2,AQP9,SLC4A7,TMEM106C,TRIM56,PAK2,NEK9,ZBTB20,EIF4EBP2"
"BLANCO MELO COVID19 SARS COV 2 INFECTION A594 CELLS UP",0.000536406487150966,0.00173887845282559,0.477270815362862,0.4852447276842,1.8063075219749,73,"CLEC4E,BCL2A1,ECM2,ABCA1,TREM1,C15orf48,IL6,MTHFD2,TMEM156,STC2,TSC22D3,ICAM1,TIPARP,RBMS3,INHBE,IL1B,CFB,RUNX2,NDUFA4L2,CCL5"
"STEARMAN LUNG CANCER EARLY VS LATE DN",0.000498782342333865,0.001634966437278,0.477270815362862,0.512143113012076,1.80675798499636,56,"LYZ,LRG1,SOCS3,SYK,CTSS,LCN2,LILRB3,CSF2RB,LY75,ACP5,CTSK,LPL,SPP1,BCL2L11,POU3F2,IQGAP1,GJA5,SP4,SAT1,CLEC4A,MPEG1,LRP5"
"YAGI AML WITH T 8 21 TRANSLOCATION",1.85389128265197e-07,1.55491452976714e-06,0.690132458796796,0.395280387047943,1.8071661034888,339,"PTGER2,FCGR2A,CEACAM3,HLA-DQA1,POU4F1,CEACAM4,S100A4,LCP1,HLA-DRA,SOCS3,NUPR1,HLA-DMB,IL2RG,SLA,TGIF1,HLA-DRB1,SASH3,GYPC,HLA-DQB1,LAPTM5,HPGDS,ACKR3,TFPI,ELF4,BTK,CD58,TNFRSF1A,HLA-DPA1,ITGB4,CSF3R,VAMP5,LY75,CD74,AIF1,PNRC1,PLTP,STARD8,NCF1,PLP2,MKI67,HLA-DPB1,CFD,PBXIP1,PTGDS,CIITA,HLA-DMA,RGS10,CD34,RCN1,SELPLG,AKR1C3,ARHGEF6,CDKN2C,CCNG1,FBLN5,CAV1,TIMELESS,MFAP4,CD96,TRAF3IP2,TGFBR1,CD2AP,MAN1A1,CAV2,CAPG,AK4,SWAP70,REL,HDAC1,LST1,APOB,TMPRSS11D,LIMS1,MED21,PRPF40A,PTPN12,ZNF254,LIMK2,TPSAB1,FZD5,SAP30,NCK1,RASA4,DDAH2,CDH2,NT5C2,NFKB1,ZNF117,TEK,VAT1,SH3GLB1,MACF1,TSPAN4,ITM2B,GPM6B,TMBIM6,SERPINE2,ZNF273,JUP,TRH,SMG1,EPB41,ASF1A"
"SCHAEFFER PROSTATE DEVELOPMENT 6HR UP",4.61004972734591e-05,0.000207845586683411,0.557332238758646,0.439065739041186,1.80717404529307,145,"OGN,MS4A6A,MMRN1,CASP4,CSTA,TYROBP,LY96,EGFR,ADAMTS2,CXCL13,SLC1A3,PRKD3,TREM2,CD300C,GIMAP5,SESN1,SPPL2A,CAV1,DOCK11,GPR182,SLC16A3,IFRD1,FABP4,RHOJ,SPINK2,P4HA2,B2M,MED21,FAP,SDCBP,TLE1,TEX30,CASP12,CCDC126,ZNF318,ALDH9A1,SMPDL3A,MYO1C,TBC1D8B,KTN1,SP110,SPOPL,ARL13B,QPCT,SMURF2,PLEKHS1,COLEC12,PTGS1,C1GALT1C1,SGCE,NTAN1,SPARCL1,RPS6KB1,HNRNPLL,SYNCRIP,CAST,VWA5A,LRRC17,TRAPPC2,PAIP1,PTPRB,KLF9,SSR1"
"MISHRA CARCINOMA ASSOCIATED FIBROBLAST DN",0.00202976221845218,0.00534659200513524,0.431707695803346,0.628397491455562,1.8085164707351,22,"KRT19,KRT18,SFRP2,HGF,HSPA1A,C1S,KRT8,MGST1,RARRES2,CAT,MFAP4,CD55"
"BARIS THYROID CANCER DN",0.000711932776426859,0.0022110409298941,0.477270815362862,0.513552107458811,1.80874858383813,55,"KLF5,GATA3,UBE2C,TIMP1,CD2,TGFB1,IL13RA1,INPP5D,COL8A1,ATF1,FGFR4,CD44,IRF1,TJP2,ERBB2,MMP2,PKN3,RB1,IGF1R"
"HAHTOLA CTCL CUTANEOUS",0.00293070508072324,0.00732934049483284,0.431707695803346,0.613214996211452,1.81010490658781,24,"MMP9,LILRA5,MS4A4A,S100P,G0S2,GLUL,BARD1"
"NAKAYAMA SOFT TISSUE TUMORS PCA2 DN",0.000598025932315507,0.00191050122512402,0.477270815362862,0.482645004100873,1.8102822843485,77,"ADH1C,IGHG1,IGHA1,ADH1B,PLA2G2A,CES1,GPC3,PDK4,PCK1,IGLC2,ANGPT1,AKR1C1,TFPI2,G0S2,METTL7A,PLIN1,APOD,CFD,LPL,SELENBP1,AKR1C3,CLEC3B,PPP2R1B,ATP1A2,ANGPTL4,NTRK2,ABCC6,FABP4,ACACB,MAOA,PALMD,CHRDL1,ADIRF,AGT"
"HUTTMANN B CLL POOR SURVIVAL UP",1.40618847584428e-06,9.75104974588078e-06,0.643551836150722,0.411161246446408,1.8102824679807,253,"SIX6,GABRR2,CCR2,FCER1G,IL17RB,GATA3,TGFBR3,CLEC2B,ANGPT2,CEBPD,ANG,S100A11,NCF2,MZB1,IGLC2,TYROBP,LILRB2,NEDD4,GYPC,TIMP1,TNFRSF1B,SH3TC1,RHOBTB3,AEBP1,PNP,TIMP3,PON2,TMEM45A,SRPX,STXBP2,ANXA1,PHEX,IRF7,PRLR,LPL,PBXIP1,YES1,GLUL,CDKN1A,ITGAL,RBMS3,FZD1,PXN,CRY1,SLC16A3,IL6R,ARID5A,SERTAD3,C4A,CAPG,TSPO,EFHC2,EIF4EBP1,SOWAHC,GATM,MAPKAPK2,LILRB4,BLK,RIN3,BTG2,EGLN3,RXRA,IGF1R,TLE1,WNT5A,TPST2"
"SANSOM APC TARGETS DN",3.32866078887748e-07,2.66494600127706e-06,0.674962860011025,0.397244723464647,1.81031659402703,325,"SLPI,KLK1,MLPH,IL18,CST7,CCR9,PTPRC,C1QC,PCOLCE,SRGN,FCGBP,BMP4,HLA-DMB,CD48,ALDOB,CASP1,ITGB2,SLC2A5,GPSM3,TYROBP,CD28,LAPTM5,IGHM,CD2,MERTK,ABCC2,DPEP1,LAT2,CXCL13,CD302,FAM3B,TGFB1,VAMP5,GALM,LY75,ACP5,ICAM2,INPP5D,TOB1,PLTP,RAC2,CASP6,DDR2,NCF1,PPARA,ADORA2B,MOGAT2,IRF4,PRLR,SLC7A9,CD53,RGS10,ITGAL,SELPLG,GIMAP4,PAPSS2,SIPA1,FAS,GBP2,IRF1,MXI1,TGFBI,ARHGDIB,CHPT1,CD7,RGS2,CD79A,TCAP,TEP1,SERPINB9,FLT3LG,SLC6A4,ENTPD2,CDKN2B,MAP3K1,TCEA3,RUNX2,GGT5,CD79B,VAV1,CCL5,FLVCR2,CGGBP1"
"CROMER TUMORIGENESIS DN",0.00221738764945951,0.00574767605834339,0.431707695803346,0.548121271688091,1.81046099284042,40,"TFF3,PLA2G2A,S100P,IL1RN,SMAGP,SCEL,EMP1,HLA-DQB1,MUC1,APOD,PTGDS,SELENBP1,CLEC3B,KRT15,CLU,AQP3"
"WIERENGA STAT5A TARGETS DN",2.11184286446835e-05,0.000105075119546617,0.575610261071129,0.427260643831224,1.81089364616403,173,"LYZ,RGS18,CXCR4,FCER1G,IRF8,CD14,FCN1,FCER1A,LCN2,BATF,PDLIM1,ANGPT1,LILRA2,STX11,PSTPIP2,DNAAF3,CD84,LHFPL2,PLEK,CD93,ITPKB,SMAD6,OGFRL1,PLXDC2,PROS1,IFI16,TMC8,GJA4,GAPT,FERMT3,SUSD3,C3orf52,GNG11,VWF,PROSER2,CD96,ITGB5,DOK3,MYEOV,LST1,EFHC2,BAMBI,PLEKHO2,PLCG2,TRIM8"
"BERENJENO TRANSFORMED BY RHOA REVERSIBLY DN",0.00186005841762182,0.00497396188194012,0.45505986738723,0.594976536833653,1.81172125396777,28,"IGF2,LATS2,PHLDB2,ADM,LY75,MYC,PBX3,AK4,PTGER4,SORBS1,SERPINE1,ERRFI1,THBS1,ALCAM"
"FINETTI BREAST CANCER KINOME GREEN",0.00434232466911879,0.0101988077825574,0.407017918923954,0.684604545874112,1.81338420474943,16,"SYK,HCK,FGR,LCK,BTK,MLKL,STK17B,LYN"
"DUTTA APOPTOSIS VIA NFKB",0.00104654395388988,0.0030518423026237,0.45505986738723,0.573304298668882,1.81357865746867,33,"BCL2A1,TNFAIP3,GADD45B,FASLG,BIRC3,TNFRSF10C,CASP8,TNFRSF10B,BCL2,FAS,TNFRSF10A"
"BYSTROEM CORRELATED WITH IL5 DN",0.000865401643475302,0.0025952226357114,0.477270815362862,0.507567296114663,1.81435171834016,60,"SYK,CD180,SLA,CYBB,IKZF1,PSTPIP2,NCF1,TRAM1,KLRK1,ITGAL,CD44,PIM1,PAPOLA,ZFY,MAPKAPK2,IL6ST,ZNF22,TMPO,HIPK1,LYST,SNX2,MXD1,SF3B1,WRN,SRSF1,RAB10"
"KRASNOSELSKAYA ILF3 TARGETS UP",0.00271386183756229,0.00686783809850532,0.431707695803346,0.563642688776323,1.81568574583937,36,"OMD,CFH,TBX5,CLEC2B,EMP1,IFITM1,PLSCR1,PROS1,IFI16,TRIM22,HLA-E,IL6ST,TAP1,FAP,PLAU,NT5E"
"KANG IMMORTALIZED BY TERT UP",0.000357586039305877,0.00122693807252744,0.49849310876659,0.47825127881572,1.81583739158701,85,"TNFRSF11B,LEPR,VCAM1,FGF2,DOCK2,C3,COL4A6,TGFB2,TGFB1,HPD,COL6A2,STXBP2,ICAM1,COL8A1,CENPA,TJP3,PPP1R3D,DKK1,P4HA2,IL21R,CLMN,PDGFC,WNT5A,CKS1B,LEFTY2,LAMC2,AP4E1,MAPK4"
"SWEET KRAS TARGETS UP",0.000776684343413477,0.00236951505230763,0.477270815362862,0.485734410181749,1.81610526874822,75,"COL1A1,NCF2,MAP3K8,GADD45B,ACKR3,HSPB1,SGK1,CHST3,C1S,TGFB2,CCL2,TIMP3,SPARC,IGFBP3,SLC16A4,ITGAV,TGFBI,FERMT2,CALD1,PALLD,JUNB,COL5A1,P4HA2,SNAI1,SERPINE1,LAMP2,INPP4B,GLIPR1,BMP1,ECE1,CADM1,SERPINE2,HSPG2"
